,trajectory_id,symbolic_movement_10,cluster
523,cl4sbkmhx002v356flj7vcxfm,"['Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Rapido_Sul', 'Rapido_Sul', 'Muito_Rapido_Leste', 'Rapido_Leste', 'Muito_Rapido_Oeste', 'Muito_Rapido_Leste', 'Muito_Rapido_Norte', 'Rapido_Sul', 'Rapido_Sul', 'Muito_Rapido_Leste', 'Rapido_Leste', 'Muito_Rapido_Sul', 'Rapido_Sul', 'Rapido_Leste', 'Muito_Rapido_Leste', 'Rapido_Leste', 'Muito_Rapido_Sul', 'Muito_Rapido_Oeste', 'Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Rapido_Sul', 'Rapido_Sul', 'Muito_Rapido_Leste', 'Muito_Rapido_Norte', 'Rapido_Sul', 'Rapido_Oeste', 'Muito_Rapido_Leste', 'Rapido_Norte', 'Muito_Rapido_Sul', 'Muito_Rapido_Leste', 'Muito_Rapido_Norte', 'Muito_Rapido_Leste', 'Rapido_Oeste', 'Muito_Rapido_Leste', 'Rapido_Norte', 'Rapido_Sul', 'Rapido_Leste', 'Muito_Rapido_Leste', 'Rapido_Norte', 'Muito_Rapido_Sul', 'Rapido_Leste', 'Rapido_Norte', 'Muito_Rapido_Leste', 'Muito_Rapido_Norte', 'Muito_Rapido_Leste', 'Rapido_Sul', 'Muito_Rapido_Norte', 'Rapido_Leste', 'Muito_Rapido_Sul', 'Muito_Rapido_Leste', 'Muito_Rapido_Norte', 'Rapido_Sul', 'Rapido_Norte', 'Muito_Rapido_Leste', 'Rapido_Sul', 'Rapido_Leste', 'Rapido_Sul', 'Muito_Rapido_Norte', 'Rapido_Sul', 'Rapido_Sul', 'Muito_Rapido_Norte', 'Rapido_Norte', 'Rapido_Leste', 'Rapido_Sul', 'Muito_Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Norte', 'Rapido_Leste', 'Muito_Rapido_Sul', 'Muito_Rapido_Leste', 'Muito_Rapido_Norte', 'Muito_Rapido_Leste', 'Muito_Rapido_Sul', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Rapido_Leste', 'Muito_Rapido_Sul', 'Muito_Rapido_Sul', 'Muito_Rapido_Leste', 'Muito_Rapido_Norte', 'Rapido_Sul', 'Rapido_Sul', 'Muito_Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Norte', 'Rapido_Sul', 'Rapido_Leste', 'Rapido_Norte', 'Rapido_Leste', 'Rapido_Leste', 'Muito_Rapido_Norte', 'Rapido_Sul', 'Rapido_Norte', 'Muito_Rapido_Leste', 'Rapido_Sul', 'Muito_Rapido_Leste', 'Rapido_Norte', 'Rapido_Sul', 'Rapido_Leste', 'Muito_Rapido_Norte', 'Rapido_Sul', 'Rapido_Leste', 'Rapido_Sul', 'Rapido_Leste', 'Rapido_Norte', 'Rapido_Norte', 'Rapido_Leste', 'Muito_Rapido_Sul', 'Rapido_Sul', 'Muito_Rapido_Norte', 'Muito_Rapido_Leste', 'Rapido_Leste', 'Rapido_Sul', 'Muito_Rapido_Leste', 'Rapido_Norte', 'Rapido_Sul', 'Rapido_Norte', 'Rapido_Sul', 'Rapido_Leste', 'Muito_Rapido_Norte', 'Muito_Rapido_Leste', 'Rapido_Norte', 'Rapido_Leste', 'Rapido_Sul', 'Muito_Rapido_Norte', 'Rapido_Leste', 'Muito_Rapido_Sul', 'Muito_Rapido_Leste', 'Muito_Rapido_Norte', 'Rapido_Leste', 'Rapido_Leste', 'Muito_Rapido_Norte', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Norte', 'Muito_Rapido_Leste', 'Rapido_Leste', 'Muito_Rapido_Sul', 'Rapido_Leste']",1
524,cl4sbkrjg002z356fw5lbw5td,"['Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Medio_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste']",0
525,cl4sbkvid0033356f9np159q3,"['Medio_Sul', 'Medio_Sul', 'Medio_Sul', 'Medio_Sul', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste']",3
526,cl4sbl2xf003b356f7apltw6o,"['Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Lento_Norte', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste']",0
527,cl4sbl6n7003f356fph1n1pui,"['Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste']",4
528,cl4sbla0v003j356fq7o6brxl,"['Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Sul', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste']",1
529,cl4sbldor003n356fz6nw845g,"['Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Sul', 'Medio_Sul', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Lento_Norte', 'Medio_Norte', 'Medio_Norte', 'Medio_Norte', 'Medio_Norte', 'Medio_Norte', 'Medio_Norte', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Sul', 'Medio_Sul', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Norte', 'Medio_Norte', 'Medio_Norte', 'Medio_Norte', 'Medio_Norte', 'Medio_Norte', 'Medio_Norte', 'Rapido_Oeste', 'Rapido_Oeste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Rapido_Leste', 'Rapido_Sul', 'Rapido_Sul', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Rapido_Norte', 'Rapido_Norte', 'Rapido_Norte', 'Rapido_Sul', 'Rapido_Leste', 'Rapido_Norte', 'Rapido_Norte', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Sul', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Rapido_Sul', 'Rapido_Sul', 'Rapido_Sul', 'Lento_Sul', 'Medio_Norte', 'Rapido_Sul', 'Medio_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Sul', 'Medio_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Lento_Oeste', 'Rapido_Oeste', 'Medio_Norte', 'Rapido_Norte', 'Rapido_Norte', 'Rapido_Norte', 'Rapido_Sul', 'Rapido_Sul', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Sul', 'Rapido_Sul', 'Rapido_Sul', 'Rapido_Leste', 'Medio_Leste', 'Medio_Leste', 'Rapido_Sul', 'Rapido_Sul']",0
530,cl4sblih1003r356fmkaegwgz,"['Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Medio_Leste', 'Rapido_Oeste', 'Rapido_Oeste', 'Rapido_Oeste', 'Rapido_Oeste', 'Rapido_Oeste', 'Rapido_Oeste', 'Medio_Oeste', 'Medio_Oeste', 'Medio_Oeste', 'Medio_Oeste', 'Medio_Oeste', 'Medio_Oeste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Oeste', 'Rapido_Oeste', 'Rapido_Oeste', 'Rapido_Oeste', 'Rapido_Oeste', 'Rapido_Oeste', 'Rapido_Oeste', 'Rapido_Oeste', 'Rapido_Oeste', 'Medio_Oeste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Medio_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Medio_Norte', 'Medio_Norte', 'Medio_Norte', 'Medio_Norte', 'Medio_Norte', 'Medio_Norte', 'Medio_Norte', 'Medio_Norte', 'Medio_Norte', 'Medio_Norte', 'Lento_Norte', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste']",0
531,cl4sblncn003v356fdfwxtd52,"['Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Medio_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Medio_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Rapido_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste']",0
532,cl4sbm49z003z356fg19quzbr,"['Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Sul', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste', 'Muito_Rapido_Leste']",1
533,cl4sbnp6l0043356f929tcrw6,"['Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Medio_Leste', 'Rapido_Leste', 'Medio_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste', 'Muito_Lento_Leste']",4
