atributo,cluster,U,p_bruto,p_ajustado_FDR_por_atributo,significativo,efeito_r,mediana_cluster,mediana_resto,direcao
"Serum C20:5 n-3  (eicosapentaenoic acid, EPA)",0_3,6440.0,0.16386816734305787,0.3095287605368871,False,-0.04889695882107949,1.45,1.63,Menor
"Serum C20:5 n-3  (eicosapentaenoic acid, EPA)",1_1,28074.0,0.15720182828815565,0.3095287605368871,False,0.04967465490720929,1.69,1.63,Maior
"Serum C20:5 n-3  (eicosapentaenoic acid, EPA)",1_3,47380.5,0.046609327285092206,0.1584717127693135,False,0.06987103354325666,2.15,1.63,Maior
"Serum C20:5 n-3  (eicosapentaenoic acid, EPA)",1_4,17552.5,0.007049978469229866,0.039949877992302575,True,0.09461674155495493,2.15,1.63,Maior
"Serum C20:5 n-3  (eicosapentaenoic acid, EPA)",2_1,9421.0,0.21939664884639642,0.3729743030388739,False,-0.043134710184064576,1.2000000000000002,1.63,Menor
"Serum C20:5 n-3  (eicosapentaenoic acid, EPA)",2_3,5358.0,0.29235818763315025,0.4518262899785049,False,-0.03698892216890081,1.755,1.63,Maior
"Serum C20:5 n-3  (eicosapentaenoic acid, EPA)",2_4,20577.5,0.5592426570585515,0.679080369285384,False,0.020514089515839624,1.69,1.63,Maior
"Serum C20:5 n-3  (eicosapentaenoic acid, EPA)",3_0,3712.5,0.3852166800073248,0.5457236300103767,False,-0.03051008085971751,1.63,1.63,Igual
"Serum C20:5 n-3  (eicosapentaenoic acid, EPA)",3_1,42675.5,0.040100350243561025,0.1584717127693135,False,0.07207922384678653,1.69,1.63,Maior
"Serum C20:5 n-3  (eicosapentaenoic acid, EPA)",3_3,18448.5,0.7038471165272946,0.789368685417949,False,0.013357922435425754,1.69,1.63,Maior
"Serum C20:5 n-3  (eicosapentaenoic acid, EPA)",3_4,1312.5,0.5275997618459238,0.679080369285384,False,-0.022216135344970554,1.385,1.63,Menor
"Serum C20:5 n-3  (eicosapentaenoic acid, EPA)",4_0,32331.0,0.07496016662380849,0.21238713876745735,False,-0.06252920318053959,1.48,1.63,Menor
"Serum C20:5 n-3  (eicosapentaenoic acid, EPA)",4_1,7411.5,0.9410952782885978,0.9410952782885978,False,-0.002611948073798867,1.48,1.63,Menor
"Serum C20:5 n-3  (eicosapentaenoic acid, EPA)",4_2,9770.0,0.7429352333345403,0.789368685417949,False,-0.011530144719123364,1.63,1.63,Igual
"Serum C20:5 n-3  (eicosapentaenoic acid, EPA)",4_3,12442.0,0.10753340884784422,0.2611525643447645,False,0.056520615134904334,1.69,1.63,Maior
"Serum C22:5 n-3 (docosapentaenoic acid, DPA)",0_0,10671.0,0.4338788203286972,0.7714161190653025,False,0.027490510454773447,1.25,1.25,Igual
"Serum C22:5 n-3 (docosapentaenoic acid, DPA)",0_1,32999.5,0.6124595308692353,0.7714161190653025,False,0.017793418138770948,1.25,1.25,Igual
"Serum C22:5 n-3 (docosapentaenoic acid, DPA)",0_3,8121.0,0.807253739941822,0.8142076201136383,False,0.008582613051811856,1.27,1.25,Maior
"Serum C22:5 n-3 (docosapentaenoic acid, DPA)",1_1,27926.0,0.1820508140678767,0.5202014282677834,False,0.0468610885366517,1.27,1.25,Maior
"Serum C22:5 n-3 (docosapentaenoic acid, DPA)",1_3,45803.0,0.18360050409451178,0.5202014282677834,False,0.04669333289884758,1.25,1.25,Igual
"Serum C22:5 n-3 (docosapentaenoic acid, DPA)",1_4,16858.5,0.028845278532810506,0.1924248794459488,False,0.07674655006246923,1.35,1.25,Maior
"Serum C22:5 n-3 (docosapentaenoic acid, DPA)",2_1,8251.0,0.028079483471760015,0.1924248794459488,False,-0.07711963335938818,1.18,1.25,Menor
"Serum C22:5 n-3 (docosapentaenoic acid, DPA)",2_3,5933.0,0.6683016900012054,0.7714161190653025,False,-0.015062499233727652,1.25,1.25,Igual
"Serum C22:5 n-3 (docosapentaenoic acid, DPA)",2_4,17907.0,0.2881342774975233,0.6997546739225566,False,-0.037304249325373795,1.25,1.25,Igual
"Serum C22:5 n-3 (docosapentaenoic acid, DPA)",3_0,4790.5,0.5905823109121582,0.7714161190653025,False,0.018911207144453,1.25,1.25,Igual
"Serum C22:5 n-3 (docosapentaenoic acid, DPA)",3_1,33253.5,0.03395733166693214,0.1924248794459488,False,-0.07445879472790819,1.13,1.25,Menor
"Serum C22:5 n-3 (docosapentaenoic acid, DPA)",3_3,16863.5,0.5196239640113034,0.7714161190653025,False,-0.022618810037216247,1.25,1.25,Igual
"Serum C22:5 n-3 (docosapentaenoic acid, DPA)",3_4,1496.5,0.8142076201136383,0.8142076201136383,False,-0.008288472982195148,1.2149999999999999,1.25,Menor
"Serum C22:5 n-3 (docosapentaenoic acid, DPA)",4_0,35348.5,0.680661281528208,0.7714161190653025,False,-0.014457389015627943,1.25,1.25,Igual
"Serum C22:5 n-3 (docosapentaenoic acid, DPA)",4_1,6570.5,0.3608641726554843,0.7668363668929041,False,-0.032097160557890775,1.13,1.25,Menor
"Serum C22:5 n-3 (docosapentaenoic acid, DPA)",4_2,9511.0,0.5822728452687577,0.7714161190653025,False,-0.01932729219236867,1.2349999999999999,1.25,Menor
"Serum C22:5 n-3 (docosapentaenoic acid, DPA)",4_3,12750.0,0.061653685214650235,0.2620281621622635,False,0.06562540041814206,1.49,1.25,Maior
"Serum C22:6 n-3 (docosahexaenoic acid, DHA)",0_0,8221.0,0.17455137480158667,0.32970815240299706,False,-0.047678854069997695,5.4,5.92,Menor
"Serum C22:6 n-3 (docosahexaenoic acid, DHA)",0_1,32658.5,0.7325229391599528,0.7858437245685683,False,0.012006526784149209,5.92,5.92,Igual
"Serum C22:6 n-3 (docosahexaenoic acid, DHA)",0_3,6402.5,0.15303351217298886,0.32519621336760135,False,-0.050179221727226685,5.66,5.92,Menor
"Serum C22:6 n-3 (docosahexaenoic acid, DHA)",1_1,28474.5,0.1027588446226824,0.2911500597642668,False,0.05728839363294114,6.57,5.92,Maior
"Serum C22:6 n-3 (docosahexaenoic acid, DHA)",1_3,47920.0,0.026697959267421932,0.1134663268865432,False,0.07779773370025107,5.92,5.92,Igual
"Serum C22:6 n-3 (docosahexaenoic acid, DHA)",1_4,19734.0,1.7472527754913764e-05,0.0002153828200927408,True,0.1507893968011474,8.44,5.92,Maior
"Serum C22:6 n-3 (docosahexaenoic acid, DHA)",2_1,9134.5,0.14282271971594204,0.32519621336760135,False,-0.05145665932058612,5.4,5.92,Menor
"Serum C22:6 n-3 (docosahexaenoic acid, DHA)",2_3,3835.0,0.006780227056324862,0.03842128665250755,True,-0.09506534326502035,4.86,5.92,Menor
"Serum C22:6 n-3 (docosahexaenoic acid, DHA)",2_4,20360.0,0.6527768132492202,0.7858437245685683,False,0.015805050497691743,5.92,5.92,Igual
"Serum C22:6 n-3 (docosahexaenoic acid, DHA)",3_0,4633.0,0.7396176231233584,0.7858437245685683,False,0.011690564416570947,6.57,5.92,Maior
"Serum C22:6 n-3 (docosahexaenoic acid, DHA)",3_1,37681.5,0.8736314036736204,0.8736314036736204,False,-0.005591213933093053,5.92,5.92,Igual
"Serum C22:6 n-3 (docosahexaenoic acid, DHA)",3_3,18652.0,0.6088170273241271,0.7858437245685683,False,0.01797701710935802,5.92,5.92,Igual
"Serum C22:6 n-3 (docosahexaenoic acid, DHA)",3_4,1316.5,0.533194444145022,0.7858437245685683,False,-0.021913360076214566,5.985,5.92,Maior
"Serum C22:6 n-3 (docosahexaenoic acid, DHA)",4_0,26974.5,2.533915530502833e-05,0.0002153828200927408,True,-0.14786364313889888,5.4,5.92,Menor
"Serum C22:6 n-3 (docosahexaenoic acid, DHA)",4_1,6186.5,0.19452557535534343,0.33069347810408384,False,-0.04556008754230373,5.6,5.92,Menor
"Serum C22:6 n-3 (docosahexaenoic acid, DHA)",4_2,12329.0,0.062096216104251,0.21112713475445338,False,0.06550808070186016,7.0600000000000005,5.92,Maior
"Serum C22:6 n-3 (docosahexaenoic acid, DHA)",4_3,10059.0,0.6919645611464698,0.7858437245685683,False,-0.013923226845470682,6.57,5.92,Maior
Sperm C14:0 (myristic acid),0_0,11337.5,0.16367474160468654,0.3478088259099589,False,0.047939645742838745,1.8,1.7,Maior
Sperm C14:0 (myristic acid),0_1,38053.0,0.002618461026572061,0.014837945817241677,True,0.10355311157155969,1.8,1.6,Maior
Sperm C14:0 (myristic acid),0_3,6968.5,0.3705819447967854,0.5727175510495774,False,-0.030825600263778438,1.7,1.7,Igual
Sperm C14:0 (myristic acid),1_1,24694.0,0.6719355948450203,0.8159217937403819,False,-0.014581117609578845,1.6,1.7,Menor
Sperm C14:0 (myristic acid),1_3,42412.5,0.9278688771063218,0.9477908983094914,False,-0.0031221942230978948,1.7,1.7,Igual
Sperm C14:0 (myristic acid),1_4,13966.0,0.9477908983094914,0.9477908983094914,False,0.0022659608808915594,1.7,1.7,Igual
Sperm C14:0 (myristic acid),2_1,8123.5,0.01884765726161034,0.08010254336184396,False,-0.0808231185772119,1.3,1.7,Menor
Sperm C14:0 (myristic acid),2_3,4525.5,0.04581753790133232,0.12981635738710823,False,-0.06873456928808631,1.3,1.7,Menor
Sperm C14:0 (myristic acid),2_4,13726.5,0.00020371545101576045,0.0034631626672679276,True,-0.12781522686729205,1.3,1.7,Menor
Sperm C14:0 (myristic acid),3_0,4902.0,0.4854834941681868,0.6877682834049312,False,0.024022963742286966,1.6,1.7,Menor
Sperm C14:0 (myristic acid),3_1,37299.5,0.7376720643759728,0.8360283396261025,False,-0.011532364760468703,1.6,1.7,Menor
Sperm C14:0 (myristic acid),3_3,16195.0,0.27219063271093225,0.5039723682493147,False,-0.037792592786718565,1.5,1.7,Menor
Sperm C14:0 (myristic acid),3_4,1822.5,0.6346628555317808,0.8159217937403819,False,0.016387711421417803,1.7000000000000002,1.7,Maior
Sperm C14:0 (myristic acid),4_0,38511.5,0.2964543342643028,0.5039723682493147,False,0.0359323866939381,1.7,1.7,Igual
Sperm C14:0 (myristic acid),4_1,5298.0,0.025819061309858962,0.08778480845352046,False,-0.07671063604660296,1.5,1.7,Menor
Sperm C14:0 (myristic acid),4_2,14111.5,0.0005342212522727644,0.004540880644318498,True,0.11916991611135727,1.8,1.6,Maior
Sperm C14:0 (myristic acid),4_3,12563.5,0.08070566061369144,0.19599946149039352,False,0.060112275563194546,1.7,1.7,Igual
Sperm C15:0 (pentadecanoic acid),0_0,9569.0,0.762876717076516,0.9661184943635418,False,-0.0063203628947358596,0.2,0.2,Igual
Sperm C15:0 (pentadecanoic acid),0_1,27216.5,0.00012090458291291217,0.002055377909519507,True,-0.08034614990749744,0.2,0.2,Igual
Sperm C15:0 (pentadecanoic acid),0_3,6478.0,0.022798021843378948,0.09689159283436054,False,-0.04759759907618368,0.2,0.2,Igual
Sperm C15:0 (pentadecanoic acid),1_1,26296.0,0.447772730751933,0.9661184943635418,False,0.01587383729334855,0.2,0.2,Igual
Sperm C15:0 (pentadecanoic acid),1_3,44571.0,0.17136881460186648,0.48554497470528835,False,0.028591952744228252,0.2,0.2,Igual
Sperm C15:0 (pentadecanoic acid),1_4,13732.5,0.8582024995331919,0.9661184943635418,False,-0.003746560320110476,0.2,0.2,Igual
Sperm C15:0 (pentadecanoic acid),2_1,11062.5,0.8283400540242876,0.9661184943635418,False,0.004545846561485593,0.2,0.2,Igual
Sperm C15:0 (pentadecanoic acid),2_3,6432.0,0.8502036880898738,0.9661184943635418,False,0.003965822583057407,0.2,0.2,Igual
Sperm C15:0 (pentadecanoic acid),2_4,19588.5,0.9661184943635418,0.9661184943635418,False,-0.0008985062954167223,0.2,0.2,Igual
Sperm C15:0 (pentadecanoic acid),3_0,4424.0,0.9204898812436604,0.9661184943635418,False,0.0021088861300480924,0.2,0.2,Igual
Sperm C15:0 (pentadecanoic acid),3_1,37602.0,0.7441655119480368,0.9661184943635418,False,-0.006827657626224897,0.2,0.2,Igual
Sperm C15:0 (pentadecanoic acid),3_3,16252.0,0.08081407378659723,0.27476785087443056,False,-0.03649879231293902,0.2,0.2,Igual
Sperm C15:0 (pentadecanoic acid),3_4,1632.0,0.9264098220679097,0.9661184943635418,False,0.0019680392469139164,0.2,0.2,Igual
Sperm C15:0 (pentadecanoic acid),4_0,39386.5,0.017029323750824867,0.09649950125467424,False,0.04987201797622399,0.2,0.2,Igual
Sperm C15:0 (pentadecanoic acid),4_1,7226.0,0.663305910474016,0.9661184943635418,False,-0.009115523479029603,0.2,0.2,Igual
Sperm C15:0 (pentadecanoic acid),4_2,10322.0,0.8082107672264209,0.9661184943635418,False,0.005087713988333809,0.2,0.2,Igual
Sperm C15:0 (pentadecanoic acid),4_3,12937.0,0.0006638456641286998,0.005642688145093948,True,0.07115330576867926,0.2,0.2,Igual
Sperm C16:0 (palmitic acid),0_0,11235.5,0.2020078739165675,0.5634992806319601,False,0.04481014566874623,24.0,22.4,Maior
Sperm C16:0 (palmitic acid),0_1,33168.5,0.5563715825541092,0.9458316903419857,False,0.020661408282263833,21.7,22.4,Menor
Sperm C16:0 (palmitic acid),0_3,7759.0,0.9142995455514437,0.9672871780400826,False,-0.0037954982021956812,22.4,22.4,Igual
Sperm C16:0 (palmitic acid),1_1,25860.0,0.8291649694923032,0.9672871780400826,False,0.007585222850354575,22.6,22.4,Maior
Sperm C16:0 (palmitic acid),1_3,42526.5,0.9672871780400826,0.9672871780400826,False,-0.0014472288516477303,22.6,22.4,Maior
Sperm C16:0 (palmitic acid),1_4,11625.5,0.09861156997559951,0.5587988965283972,False,-0.058000873684184516,21.6,22.4,Menor
Sperm C16:0 (palmitic acid),2_1,10502.0,0.7385129342339276,0.9657476832289823,False,-0.011734964925496357,22.3,22.4,Menor
Sperm C16:0 (palmitic acid),2_3,5134.0,0.1948829811374978,0.5634992806319601,False,-0.04553069388625523,22.4,22.4,Igual
Sperm C16:0 (palmitic acid),2_4,20269.5,0.6935473592417973,0.9657476832289823,False,0.013845657251060094,23.5,22.4,Maior
Sperm C16:0 (palmitic acid),3_0,5073.5,0.3641357261150203,0.7737884179944182,False,0.031885441379314095,22.6,22.4,Maior
Sperm C16:0 (palmitic acid),3_1,35342.5,0.23202911555433647,0.5634992806319601,False,-0.041969098187626154,22.3,22.4,Menor
Sperm C16:0 (palmitic acid),3_3,14375.5,0.024297760414152096,0.20653096352029282,False,-0.07909206580499752,21.7,22.4,Menor
Sperm C16:0 (palmitic acid),3_4,1555.5,0.9141574405168205,0.9672871780400826,False,-0.0038225377680443373,23.1,22.4,Maior
Sperm C16:0 (palmitic acid),4_0,41280.0,0.02264276421921714,0.20653096352029282,False,0.08003738007109067,22.6,22.4,Maior
Sperm C16:0 (palmitic acid),4_1,8965.5,0.13970429843188084,0.5634992806319601,False,0.0518708345662473,23.5,22.4,Maior
Sperm C16:0 (palmitic acid),4_2,9332.0,0.4817209100163071,0.9099172744752467,False,-0.02471605434569264,21.6,22.4,Menor
Sperm C16:0 (palmitic acid),4_3,10927.0,0.7385023689872431,0.9657476832289823,False,0.01173571349819928,22.6,22.4,Maior
Sperm C16:1 n-7 (palmitoleic acid),0_0,10738.0,0.39646874478725114,0.7337280192215996,False,0.02954616246422637,1.4,1.3,Maior
Sperm C16:1 n-7 (palmitoleic acid),0_1,36418.5,0.0295028293692961,0.12538702481950842,False,0.07581506488789624,1.4,1.3,Maior
Sperm C16:1 n-7 (palmitoleic acid),0_3,7068.5,0.43160471718917626,0.7337280192215996,False,-0.027406232514052598,1.3,1.3,Igual
Sperm C16:1 n-7 (palmitoleic acid),1_1,23918.0,0.39978735687356715,0.7337280192215996,False,-0.029333330471421327,1.2,1.3,Menor
Sperm C16:1 n-7 (palmitoleic acid),1_3,42334.5,0.9026247298369237,0.9673429434391347,False,-0.004268223161458534,1.3,1.3,Igual
Sperm C16:1 n-7 (palmitoleic acid),1_4,13818.0,0.9649103758825791,0.9673429434391347,False,-0.0015449733278806083,1.4,1.3,Maior
Sperm C16:1 n-7 (palmitoleic acid),2_1,8587.5,0.05319561767131685,0.18086510008247728,False,-0.06734533707862203,1.1,1.3,Menor
Sperm C16:1 n-7 (palmitoleic acid),2_3,5035.0,0.15700538146420287,0.4448485808152414,False,-0.04930585192205026,1.2000000000000002,1.3,Menor
Sperm C16:1 n-7 (palmitoleic acid),2_4,15369.0,0.008081245555627906,0.0457937248152248,True,-0.09225386324748562,1.1,1.3,Menor
Sperm C16:1 n-7 (palmitoleic acid),3_0,4570.5,0.8004625846418867,0.9673429434391347,False,0.008825230000744736,1.1,1.3,Menor
Sperm C16:1 n-7 (palmitoleic acid),3_1,38838.0,0.7220645399090649,0.9442382444964696,False,0.012395542433032442,1.3,1.3,Igual
Sperm C16:1 n-7 (palmitoleic acid),3_3,18639.5,0.6116516424650664,0.8665064934921773,False,0.01769328893528356,1.1,1.3,Menor
Sperm C16:1 n-7 (palmitoleic acid),3_4,1918.5,0.4976951482862474,0.769165229169655,False,0.023654317871561494,1.35,1.3,Maior
Sperm C16:1 n-7 (palmitoleic acid),4_0,36166.0,0.9673429434391347,0.9673429434391347,False,-0.0014337906461779778,1.3,1.3,Igual
Sperm C16:1 n-7 (palmitoleic acid),4_1,4711.0,0.0052207076275063245,0.04437601483380376,True,-0.09729068328579672,1.1,1.3,Menor
Sperm C16:1 n-7 (palmitoleic acid),4_2,14408.0,0.00023534471469688342,0.004000860149847019,True,0.12809599420331572,1.5,1.3,Maior
Sperm C16:1 n-7 (palmitoleic acid),4_3,11879.5,0.2521900731421812,0.6124616062024402,False,0.03989255759652374,1.3,1.3,Igual
Sperm C17:0,0_0,7559.5,0.03429297053590181,0.09716341651838845,False,-0.0679745824916859,0.2,0.3,Menor
Sperm C17:0,0_1,23288.0,4.6824491020899895e-06,7.960163473552983e-05,True,-0.14701419297679805,0.2,0.3,Menor
Sperm C17:0,0_3,8165.5,0.7533944481264235,0.8230396909649481,False,0.010104231700439854,0.3,0.3,Igual
Sperm C17:0,1_1,26774.5,0.43691443626484483,0.5713496474232587,False,0.024970401538698585,0.3,0.3,Igual
Sperm C17:0,1_3,45688.0,0.16108749020115454,0.27438810238421496,False,0.04500367484870048,0.3,0.3,Igual
Sperm C17:0,1_4,15844.0,0.11495985588986868,0.24428969376597096,False,0.05062362604355461,0.3,0.3,Igual
Sperm C17:0,2_1,10589.0,0.7746255914964217,0.8230396909649481,False,-0.009207880894510754,0.3,0.3,Igual
Sperm C17:0,2_3,5667.5,0.43312473126503803,0.5713496474232587,False,-0.02518678669335978,0.3,0.3,Igual
Sperm C17:0,2_4,19465.5,0.9119428281127101,0.9119428281127101,False,-0.0035615490505072488,0.3,0.3,Igual
Sperm C17:0,3_0,2743.5,0.019641123791653434,0.06677982089162167,False,-0.0749342256426871,0.2,0.3,Menor
Sperm C17:0,3_1,40020.0,0.33787359872900924,0.5221682889448325,False,0.03077889394601155,0.3,0.3,Igual
Sperm C17:0,3_3,18385.0,0.7107925353139454,0.8230396909649481,False,0.011916583311127478,0.3,0.3,Igual
Sperm C17:0,3_4,891.5,0.09232498733650413,0.2242178263886529,False,-0.0540832323815382,0.2,0.3,Menor
Sperm C17:0,4_0,41890.5,0.005182685534006668,0.029368551359371116,True,0.08976325995433128,0.3,0.3,Igual
Sperm C17:0,4_1,9805.0,0.01135197055775609,0.04824587487046338,True,0.08130345749180634,0.3,0.3,Igual
Sperm C17:0,4_2,6169.5,0.00018804915482351363,0.001598417815999866,True,-0.1199225365238327,0.2,0.3,Menor
Sperm C17:0,4_3,12051.5,0.16140476610836174,0.27438810238421496,False,0.04497704807937079,0.3,0.3,Igual
Sperm C18:0 (stearic acid),0_0,7529.0,0.04970056449487425,0.14081826606881037,False,-0.06891036437658611,8.3,8.7,Menor
Sperm C18:0 (stearic acid),0_1,27584.5,0.03480768276896028,0.14081826606881037,False,-0.07410105894415198,8.3,8.8,Menor
Sperm C18:0 (stearic acid),0_3,9136.0,0.21770944502201828,0.3364600513976646,False,0.04328919571152912,9.0,8.7,Maior
Sperm C18:0 (stearic acid),1_1,25771.0,0.8668946288142728,0.8668946288142728,False,0.005893280911303054,8.7,8.7,Igual
Sperm C18:0 (stearic acid),1_3,42122.0,0.8334234465697864,0.8668946288142728,False,-0.007390417384556429,8.8,8.7,Maior
Sperm C18:0 (stearic acid),1_4,13048.0,0.5428982072921716,0.7197935196003687,False,-0.021372131035681752,8.55,8.7,Menor
Sperm C18:0 (stearic acid),2_1,13058.0,0.07504195810181884,0.15946416096636504,False,0.06250902108828751,8.8,8.7,Maior
Sperm C18:0 (stearic acid),2_3,8142.0,0.04884866664096597,0.14081826606881037,False,0.06917309774678977,9.2,8.7,Maior
Sperm C18:0 (stearic acid),2_4,23489.0,0.017327190603451892,0.09818741341956072,False,0.08355026009670195,8.8,8.7,Maior
Sperm C18:0 (stearic acid),3_0,2972.5,0.06652793215461307,0.15946416096636504,False,-0.06443564034309987,8.6,8.7,Menor
Sperm C18:0 (stearic acid),3_1,41400.0,0.13677026982404458,0.23250945870087578,False,0.052241690128677506,8.7,8.7,Igual
Sperm C18:0 (stearic acid),3_3,18784.0,0.550430338517929,0.7197935196003687,False,0.020973186627584357,8.8,8.7,Maior
Sperm C18:0 (stearic acid),3_4,1467.5,0.7660422169998962,0.8668946288142728,False,-0.010483593680676055,8.649999999999999,8.7,Menor
Sperm C18:0 (stearic acid),4_0,35366.0,0.6864611238094271,0.8335599360543045,False,-0.014178596389982224,8.6,8.7,Menor
Sperm C18:0 (stearic acid),4_1,10656.5,0.0015460681747783507,0.013141579485615982,True,0.1111567968856283,9.6,8.7,Maior
Sperm C18:0 (stearic acid),4_2,5557.0,8.116952311486934e-05,0.001379881892952779,True,-0.13836173662948037,8.3,8.7,Menor
Sperm C18:0 (stearic acid),4_3,8672.0,0.11778375363453561,0.2224804235319006,False,-0.054924321611219795,8.6,8.7,Menor
Sperm C18:1 trans n-6 to n-11,0_0,8781.5,0.38446607286321066,0.8169904048343226,False,-0.030481944349126582,0.8,1.1,Menor
Sperm C18:1 trans n-6 to n-11,0_1,31399.0,0.7893417546600516,0.9995670085080435,False,-0.009367636445018182,0.8,1.1,Menor
Sperm C18:1 trans n-6 to n-11,0_3,6884.5,0.3363268314689901,0.8167937335675475,False,-0.033697869173548146,0.8500000000000001,1.1,Menor
Sperm C18:1 trans n-6 to n-11,1_1,25462.5,0.9995670085080435,0.9995670085080435,False,2.8515875377272843e-05,1.1,1.1,Igual
Sperm C18:1 trans n-6 to n-11,1_3,45075.5,0.30415267329178153,0.8167937335675475,False,0.036004409146830084,1.1,1.1,Igual
Sperm C18:1 trans n-6 to n-11,1_4,16641.5,0.04226231447466169,0.35922967303462433,False,0.07115889652663436,1.3,1.1,Maior
Sperm C18:1 trans n-6 to n-11,2_1,11162.5,0.8318980573468715,0.9995670085080435,False,0.0074505408499747905,1.05,1.1,Menor
Sperm C18:1 trans n-6 to n-11,2_3,7006.0,0.4608275402991342,0.8704520205650312,False,0.025854112608778096,1.0,1.1,Menor
Sperm C18:1 trans n-6 to n-11,2_4,20257.0,0.6986064157151806,0.9995670085080435,False,0.013575022824729756,1.1,1.1,Igual
Sperm C18:1 trans n-6 to n-11,3_0,3206.5,0.12540293973302805,0.5329624938653692,False,-0.05370782829024653,0.8,1.1,Menor
Sperm C18:1 trans n-6 to n-11,3_1,37684.0,0.8742405949279631,0.9995670085080435,False,-0.005552332055950542,1.1,1.1,Igual
Sperm C18:1 trans n-6 to n-11,3_3,17799.5,0.9689888230576725,0.9995670085080435,False,-0.0013732443625204046,1.0,1.1,Menor
Sperm C18:1 trans n-6 to n-11,3_4,1616.5,0.9827610603623493,0.9995670085080435,False,0.0007947850804844662,1.5,1.1,Maior
Sperm C18:1 trans n-6 to n-11,4_0,34103.0,0.3276383711201034,0.8167937335675475,False,-0.03429945845801318,1.3,1.1,Maior
Sperm C18:1 trans n-6 to n-11,4_1,5150.0,0.019418682666944093,0.33011760533804957,False,-0.08189947248851212,0.7,1.1,Menor
Sperm C18:1 trans n-6 to n-11,4_2,12005.5,0.11148539630729325,0.5329624938653692,False,0.05576917256442828,1.7,1.1,Maior
Sperm C18:1 trans n-6 to n-11,4_3,10243.0,0.8089648215172961,0.9995670085080435,False,-0.008484004468471518,1.5,1.1,Maior
Sperm C18:1 n-9 (oleic acid),0_0,8110.0,0.14535647597664567,0.37996316376668837,False,-0.05108448650356896,11.2,13.2,Menor
Sperm C18:1 n-9 (oleic acid),0_1,29464.0,0.22891675753936025,0.4269098595420895,False,-0.04220527507021779,11.2,13.2,Menor
Sperm C18:1 n-9 (oleic acid),0_3,7725.0,0.8879631796632524,0.8879631796632524,False,-0.004958083237102466,12.25,13.2,Menor
Sperm C18:1 n-9 (oleic acid),1_1,26006.0,0.7678832786150789,0.8702677157637561,False,0.010360768053742465,13.2,13.2,Igual
Sperm C18:1 n-9 (oleic acid),1_3,43686.0,0.6568426195049868,0.8589480408911366,False,0.015588932097444077,13.2,13.2,Igual
Sperm C18:1 n-9 (oleic acid),1_4,16941.0,0.024546065204649473,0.274637060489652,False,0.07887088838830507,18.8,13.2,Maior
Sperm C18:1 n-9 (oleic acid),2_1,8460.0,0.04282675041672261,0.274637060489652,False,-0.07104882229644577,10.9,13.2,Menor
Sperm C18:1 n-9 (oleic acid),2_3,5272.0,0.2511234467894644,0.4269098595420895,False,-0.04026835238181367,13.0,13.2,Menor
Sperm C18:1 n-9 (oleic acid),2_4,17004.5,0.10512885312421633,0.3574381006223355,False,-0.056844054906424205,13.1,13.2,Menor
Sperm C18:1 n-9 (oleic acid),3_0,3349.0,0.1788061947137357,0.37996316376668837,False,-0.047174865822162765,10.9,13.2,Menor
Sperm C18:1 n-9 (oleic acid),3_1,42208.5,0.06462048482109459,0.274637060489652,False,0.06481608919656551,15.3,13.2,Maior
Sperm C18:1 n-9 (oleic acid),3_3,18875.0,0.5114523406232518,0.7245574825496067,False,0.023038727734846453,11.5,13.2,Menor
Sperm C18:1 n-9 (oleic acid),3_4,966.5,0.1678567887766944,0.37996316376668837,False,-0.04840619609236344,8.7,13.2,Menor
Sperm C18:1 n-9 (oleic acid),4_0,36658.5,0.8551084876433613,0.8879631796632524,False,0.006412230389851511,15.3,13.2,Maior
Sperm C18:1 n-9 (oleic acid),4_1,6414.5,0.2843357064135551,0.4394279099118579,False,-0.03756647464530854,11.5,13.2,Menor
Sperm C18:1 n-9 (oleic acid),4_2,12345.0,0.059953982615203925,0.274637060489652,False,0.06598975776584443,21.6,13.2,Maior
Sperm C18:1 n-9 (oleic acid),4_3,10920.5,0.7423677635069925,0.8702677157637561,False,0.01154356705553355,15.4,13.2,Maior
Sperm C18:1 n-7 to n-11,0_0,10741.0,0.3946374154131672,0.4472557374682562,False,0.029638206584052623,2.3,2.4,Menor
Sperm C18:1 n-7 to n-11,0_1,29966.0,0.3331663833389408,0.4045591797687138,False,-0.03368615641913241,2.3,2.4,Menor
Sperm C18:1 n-7 to n-11,0_3,9361.0,0.14304623438973604,0.19426573927258653,False,0.050982773148412264,2.5,2.3,Maior
Sperm C18:1 n-7 to n-11,1_1,22816.0,0.14855615356138968,0.19426573927258653,False,-0.050282993581924444,2.3,2.4,Menor
Sperm C18:1 n-7 to n-11,1_3,32337.0,1.402643493271715e-05,0.00011922469692809578,True,-0.1511582784340289,2.3,2.4,Menor
Sperm C18:1 n-7 to n-11,1_4,11239.5,0.050944391038246,0.10825683095627275,False,-0.06794020209354976,2.1,2.4,Menor
Sperm C18:1 n-7 to n-11,2_1,7122.0,0.0015883282678796661,0.006750395138488581,True,-0.10991363187643122,2.3,2.4,Menor
Sperm C18:1 n-7 to n-11,2_3,3689.5,0.0038442227142750996,0.013070357228535338,True,-0.10061368159035546,2.1,2.4,Menor
Sperm C18:1 n-7 to n-11,2_4,13344.0,9.209062765705176e-05,0.0005218468900566266,True,-0.1360966403130004,2.3,2.4,Menor
