Cluster,Atributo,P_Valor_OvR,P_Valor_Global,Diferença_Percentual,Mediana_Cluster,Mediana_Resto,Direcao
4_0,"Sperm C20:5 n-3 (eicosapentaenoic acid, EPA)",0.0029101640935134485,1.8377767887104445e-05,-14.285714285714295,0.06,0.07,Menor
4_0,"Serum C18:3 n-6 (gamma-linoleic acid, GLA)",0.0030765169284620174,6.383927516008434e-10,0.0,0.16,0.16,Menor
4_0,Serum total testosterone (nmol/L),0.004246493254285097,2.8423177346879288e-08,4.87804878048781,17.2,16.4,Maior
4_0,Cytoplasmic droplet (%),0.004888336113503287,0.04297498464083097,35.00000000000001,5.4,4.0,Maior
4_0,Sperm C24:0,0.005084305226593904,1.8169040486658746e-05,25.000000000000007,1.5,1.2,Maior
4_0,Sperm C17:0,0.005182685534006668,5.7507270856759996e-08,0.0,0.3,0.3,Menor
4_0,Sperm C20:3 n-6,0.005678773356937094,1.468899460159025e-05,10.526315789473696,2.1,1.9,Maior
4_0,Serum inhibin B (ng/L),0.006239529755657875,0.0019954526127275926,-14.723926380368098,139.0,163.0,Menor
4_0,Sperm C24:1 n-9,0.0071019137210807035,8.45383179623616e-08,-23.529411764705877,1.3,1.7,Menor
4_0,Serum C20:3 n-6,0.007417360026976699,1.949866077174812e-05,4.123711340206174,3.03,2.91,Maior
4_0,Serum C14:0 (myristic acid),0.008031316717418304,0.0007641607727424369,0.0,0.26,0.26,Menor
4_0,Sperm C20:2 n-6,0.009525684443273775,0.019061366457242372,19.999999999999996,0.6,0.5,Maior
4_0,Serum C20:4 n-6,0.009643200297160554,0.0004985042720978513,-4.452054794520555,8.37,8.76,Menor
4_0,"Sperm C18:3 n-6 (gamma-linoleic acid, GLA)",0.01458216100665421,0.0003005063096801873,0.0,0.04,0.04,Menor
4_0,Age (years),0.015567250747613405,3.0808556681258097e-09,-5.714285714285714,33.0,35.0,Menor
4_0,Sperm C15:0 (pentadecanoic acid),0.017029323750824867,0.0013263594572800377,0.0,0.2,0.2,Menor
4_0,Sperm C20:0,0.017764796104728454,1.1205455129325433e-08,0.0,0.6,0.6,Menor
4_0,"Sperm C18:3 n-3 (a-linoleic acid, ALA)",0.02157074916946259,0.4659221985545704,0.0,0.08,0.08,Menor
4_0,Sperm C16:0 (palmitic acid),0.02264276421921714,0.2144831014868631,0.8928571428571557,22.6,22.4,Maior
4_1,Sperm C18:0 (stearic acid),0.0015460681747783507,7.466199427066895e-06,10.344827586206902,9.6,8.7,Maior
4_1,Sperm C20:3 n-6,0.003681162687633107,1.468899460159025e-05,31.578947368421055,2.5,1.9,Maior
4_1,Sperm C16:1 n-7 (palmitoleic acid),0.0052207076275063245,0.0004712094859810273,-15.38461538461538,1.1,1.3,Menor
4_1,Sperm C17:0,0.01135197055775609,5.7507270856759996e-08,0.0,0.3,0.3,Menor
4_1,"Serum C18:3 n-6 (gamma-linoleic acid, GLA)",0.01849698543808896,6.383927516008434e-10,-6.250000000000005,0.15,0.16,Menor
4_1,Sperm C18:1 trans n-6 to n-11,0.019418682666944093,0.30085120485608674,-36.36363636363637,0.7,1.1,Menor
4_1,"Serum Luteinizing hormone, LH (IU/L)",0.021275879938825473,5.560692483345355e-08,19.999999999999996,5.04,4.2,Maior
4_1,Sperm C14:0 (myristic acid),0.025819061309858962,4.213381921398163e-06,-11.764705882352938,1.5,1.7,Menor
4_1,Midpiece and neck defects (%),0.02682052378609422,0.0004501490690801563,24.59016393442623,38.0,30.5,Maior
4_1,Sperm vitality (%),0.0342609176149034,0.006200687536134518,6.8181818181818175,94.0,88.0,Maior
4_1,Sperm concentration (x10⁶/mL),0.03573165475501372,3.6360612533823444e-15,-32.65306122448979,19.8,29.4,Menor
4_1,Age (years),0.04318714791215504,3.0808556681258097e-09,-5.714285714285714,33.0,35.0,Menor
4_1,Sperm C20:0,0.04498621200955566,1.1205455129325433e-08,16.666666666666664,0.7,0.6,Maior
4_1,"High DNA stainability, HDS (%)",0.04690602443630426,2.5683831584647713e-08,50.0,15.0,10.0,Maior
4_1,Cytoplasmic droplet (%),0.04968778816570265,0.04297498464083097,8.000000000000007,5.4,5.0,Maior
4_2,Ejaculate volume (mL),5.2661978788133725e-06,6.489273313118119e-08,-52.77777777777778,1.7,3.6,Menor
4_2,Sperm concentration (x10⁶/mL),5.387058014107775e-06,3.6360612533823444e-15,229.93197278911563,97.0,29.4,Maior
4_2,Non progressive sperm motility (%),8.097052243261858e-06,6.204920562895849e-09,-21.875,25.0,32.0,Menor
4_2,"High DNA stainability, HDS (%)",1.5956770400946397e-05,2.5683831584647713e-08,-40.0,6.0,10.0,Menor
4_2,Age (years),7.775040043225373e-05,3.0808556681258097e-09,25.71428571428571,44.0,35.0,Maior
4_2,Sperm C18:0 (stearic acid),8.116952311486934e-05,7.466199427066895e-06,-4.597701149425271,8.3,8.7,Menor
4_2,Sperm C17:0,0.00018804915482351363,5.7507270856759996e-08,-33.33333333333333,0.2,0.3,Menor
4_2,Seminal plasma anti-Müllerian hormone (AMH) (pmol/L),0.00020261502442522634,5.612129621455496e-10,118.5185185185185,59.0,27.0,Maior
4_2,Sperm C16:1 n-7 (palmitoleic acid),0.00023534471469688342,0.0004712094859810273,15.38461538461538,1.5,1.3,Maior
4_2,Serum total C18:1,0.0003811812890683506,1.412847395299683e-13,-8.3,9.17,10.0,Menor
4_2,Sperm C14:0 (myristic acid),0.0005342212522727644,4.213381921398163e-06,12.499999999999996,1.8,1.6,Maior
4_2,Serum C18:1 n-9 (oleic acid),0.0018578689279480335,1.6194987925187047e-13,-6.850961538461542,7.75,8.32,Menor
4_2,"Serum anti-Müllerian hormone, AMH (pmol/L)",0.0018648864449927452,0.0010930916772443975,-18.333333333333332,24.5,30.0,Menor
4_2,Sperm C20:0,0.009091254068539506,1.1205455129325433e-08,0.0,0.6,0.6,Menor
4_2,Serum inhibin B (ng/L),0.011925872751112501,0.0019954526127275926,10.38961038961039,170.0,154.0,Maior
4_2,"Serum follicle-stimulating hormone, FSH (IU/L)",0.017841016562327908,0.003953647679577709,0.0,4.68,4.68,Menor
4_2,Sperm C20:3 n-6,0.026320583597587315,1.468899460159025e-05,-10.526315789473681,1.7,1.9,Menor
4_2,Serum C16:1 (palmitoleic acid),0.027417328423741155,5.111548815350944e-08,-8.333333333333327,0.385,0.42,Menor
4_3,Progressive motility (%),4.573772201765428e-05,2.1004393197809872e-23,-53.333333333333336,14.0,30.0,Menor
4_3,Immotile sperm (%),0.00032656099928387336,3.645640842338557e-24,38.46153846153847,54.0,39.0,Maior
4_3,Sperm C15:0 (pentadecanoic acid),0.0006638456641286998,0.0013263594572800377,0.0,0.2,0.2,Menor
4_3,Serum C18:1 n-9 (oleic acid),0.0009186642791550532,1.6194987925187047e-13,13.341346153846146,9.43,8.32,Maior
4_3,Serum total C18:1,0.0048642663657321485,1.412847395299683e-13,12.599999999999998,11.26,10.0,Maior
4_3,Serum C16:1 (palmitoleic acid),0.005687948742848222,5.111548815350944e-08,33.33333333333336,0.56,0.42,Maior
4_3,Sperm C18:1 n-7 to n-11,0.006027114196205666,3.2904811597233125e-17,8.695652173913052,2.5,2.3,Maior
4_3,"Serum C18:3 n-6 (gamma-linoleic acid, GLA)",0.00851506398080593,6.383927516008434e-10,-6.250000000000005,0.15,0.16,Menor
4_3,Body mass index (kg/m²),0.013583889114962007,5.809263886190327e-12,-3.3557046979865772,28.8,29.8,Menor
4_3,"Serum C18:2 n-6 (linoleic acid, LA)",0.022434136841966986,0.00017680389777704445,-3.098188751191621,20.33,20.98,Menor
4_3,Serum C20:3 n-6,0.02639621328550324,1.949866077174812e-05,18.900343642611677,3.46,2.91,Maior
4_3,Sperm C22:0,0.02787572486456282,0.004592204630468035,-5.882352941176463,1.6,1.7,Menor
4_3,Sperm vitality (%),0.028001313228587784,0.006200687536134518,-5.681818181818182,83.0,88.0,Menor
4_3,Normal spermatozoa (%),0.03233237928664919,0.0056809667730365,25.000000000000007,3.0,2.4,Maior
4_3,Sperm concentration (x10⁶/mL),0.03563431842919063,3.6360612533823444e-15,-32.65306122448979,19.8,29.4,Menor
4_3,Head defects (%),0.044451095277907963,0.00260694714745866,-0.6147540983606499,97.0,97.6,Menor
